sensitivity_run,strategy,income_group,target_group,age_target,coverage_children,coverage_middle,coverage_old,t_start,R0,efficacy,reduction2,reduction1,mode,immunosenescence,hs_constraints,reduce_inf,timing1,timing2,duration_R,duration_V,vaccine_start,vaccine_period,dur_vacc_delay,seeding_cases,deaths_averted_2021,vaccine_n_2021,pop_2019,proportion,dapd_2021,total_vaccine_n,total_deaths_averted
lower_Rt2,strategy2_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.15,0.8,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,782157.7326425568,72886229.2066344,664957848,59.9,0.010731214128599228,845445430.8014045,5783853.120039334
lower_Rt2,strategy3_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.12,0.8,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,1479830.7648989647,299899869.77210516,1212261796,85.6,0.004934416163713218,848887016.3048736,5865074.72529793
lower_Rt2,strategy3_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.06,0.8,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2059239.2838754149,336856155.6195225,2855862789,76.2,0.006113111633920433,848887016.3048736,5865074.72529793
lower_Rt2,strategy3_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.03,0.8,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,1819834.7728788627,188331404.7805362,2913363391,70.5,0.009662938451500045,848887016.3048736,5865074.72529793
lower_Rt2,strategy3_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.02,0.8,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,506169.90364468796,23799586.13270976,664957848,59.9,0.021268012847879585,848887016.3048736,5865074.72529793
lower_Rt2,strategy4_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.7,0.7,0.7,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2017097.1919583112,848028307.9950271,1212261796,100,0.002378572947319749,848028307.9950271,2017097.1919583112
lower_Rt2,strategy5_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3637743.2298835963,698832205.7043104,2913363391,100,0.005205460195151333,858248521.9268255,4857507.19545513
lower_Rt2,strategy5_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,1219763.9655715344,159416316.22251505,664957848,100,0.0076514374091355515,858248521.9268255,4857507.19545513
lower_Rt2,strategy6_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.51,0.51,0.51,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2016384.8669269814,617850681.3651891,1212261796,100,0.003263547209289504,1786531962.6366403,8222646.248496963
lower_Rt2,strategy6_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2730665.1913655866,542374722.8427933,2855862789,100,0.00503464685273887,1786531962.6366403,8222646.248496963
lower_Rt2,strategy6_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3047000.535090526,553240657.6114938,2913363391,100,0.005507549911905143,1786531962.6366403,8222646.248496963
lower_Rt2,strategy6_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.4,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,428595.65511386876,73065900.817164,664957848,100,0.005865877931025067,1786531962.6366403,8222646.248496963
higher_Rt2,strategy1_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,1156313.004686289,133262314.80347335,1212261796,100,0.008676969227133301,840630987.7157016,6182210.797852122
higher_Rt2,strategy1_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,1615722.6503986001,314005826.2721757,2855862789,100,0.005145518061177996,840630987.7157016,6182210.797852122
higher_Rt2,strategy1_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3116696.92749342,320296919.2245746,2913363391,100,0.009730649095966368,840630987.7157016,6182210.797852122
higher_Rt2,strategy1_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,293478.2152738127,73065927.41547792,664957848,100,0.00401662205154798,840630987.7157016,6182210.797852122
higher_Rt2,strategy2_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0,0.52,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2386537.36862234,134158224.76118919,1212261796,85.6,0.017788975464385723,845445430.8014045,14806353.356786259
higher_Rt2,strategy2_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.05,0.8,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,4727024.659525358,317915388.19580513,2855862789,76.2,0.014868813637337894,845445430.8014045,14806353.356786259
higher_Rt2,strategy2_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.1,0.8,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,6848633.857189472,320485588.6377758,2913363391,70.5,0.02136955326540452,845445430.8014045,14806353.356786259
higher_Rt2,strategy2_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.15,0.8,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,844157.4714490896,72886229.2066344,664957848,59.9,0.011581851340613063,845445430.8014045,14806353.356786259
higher_Rt2,strategy3_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.12,0.8,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,3743769.673568232,299899869.77210516,1212261796,85.6,0.012483398797115632,848887016.3048736,15253795.782424463
higher_Rt2,strategy3_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.06,0.8,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,4772348.344331903,336856155.6195225,2855862789,76.2,0.01416731820012293,848887016.3048736,15253795.782424463
higher_Rt2,strategy3_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.03,0.8,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,6089862.928820477,188331404.7805362,2913363391,70.5,0.03233588649708759,848887016.3048736,15253795.782424463
higher_Rt2,strategy3_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.02,0.8,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,647814.8357038512,23799586.13270976,664957848,59.9,0.02721958407560311,848887016.3048736,15253795.782424463
higher_Rt2,strategy4_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.7,0.7,0.7,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,5452982.1909827255,848033835.9088169,1212261796,100,0.0064301469588638515,848033835.9088169,5452982.1909827255
higher_Rt2,strategy5_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,6286471.257262112,698831040.3589541,2913363391,100,0.008995695517521761,858247476.2738818,6945258.163441102
higher_Rt2,strategy5_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,658786.9061789903,159416435.9149277,664957848,100,0.0041324904950864084,858247476.2738818,6945258.163441102
higher_Rt2,strategy6_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.51,0.51,0.51,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,4776490.648533449,617850657.1199533,1212261796,100,0.0077308174612916395,1786531961.5396821,13079047.492660858
higher_Rt2,strategy6_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,2775159.5336182066,542374894.1945608,2855862789,100,0.005116681401227803,1786531961.5396821,13079047.492660858
higher_Rt2,strategy6_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,5233919.09523539,553240482.8096902,2913363391,100,0.009460477419610328,1786531961.5396821,13079047.492660858
higher_Rt2,strategy6_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0,0.56,Combined,1,Present,1,60,357,365,5000,327,30,7,60,293478.2152738127,73065927.41547792,664957848,100,0.00401662205154798,1786531961.5396821,13079047.492660858
hs_constraints_absent,strategy1_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,1007806.3280814649,133262678.48201217,1212261796,100,0.007562554944575114,840736345.4583662,3702939.063911776
hs_constraints_absent,strategy1_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,1516745.3002025534,314006683.0310124,2855862789,100,0.004830296239436261,840736345.4583662,3702939.063911776
hs_constraints_absent,strategy1_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,1046270.950555726,320354895.1560555,2913363391,100,0.0032659745999699882,840736345.4583662,3702939.063911776
hs_constraints_absent,strategy1_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,132116.48507203205,73112088.78928608,664957848,100,0.0018070402208422822,840736345.4583662,3702939.063911776
hs_constraints_absent,strategy2_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0,0.52,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,1684022.9295554091,134158224.76118919,1212261796,85.6,0.012552513515687055,845733612.7369379,8343462.904170281
hs_constraints_absent,strategy2_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.05,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,3628297.7074743123,317915388.19580513,2855862789,76.2,0.011412777871700981,845733612.7369379,8343462.904170281
hs_constraints_absent,strategy2_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.1,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,2628908.9989022203,320631256.8073258,2913363391,70.5,0.008199166310482288,845733612.7369379,8343462.904170281
hs_constraints_absent,strategy2_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.15,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,402233.2682383392,73028742.97261776,664957848,59.9,0.005507876102826489,845733612.7369379,8343462.904170281
hs_constraints_absent,strategy3_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.12,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,2713260.591475999,299899869.77210516,1212261796,85.6,0.00904722163946858,849112371.2556115,9118572.300721595
hs_constraints_absent,strategy3_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.06,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,3669438.124467531,336856155.6195225,2855862789,76.2,0.010893190055318878,849112371.2556115,9118572.300721595
hs_constraints_absent,strategy3_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.03,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,2401873.503204981,188444501.54737478,2913363391,70.5,0.012745787133519265,849112371.2556115,9118572.300721595
hs_constraints_absent,strategy3_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.02,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,334000.0815730848,23911844.316609122,664957848,59.9,0.013967976587280178,849112371.2556115,9118572.300721595
hs_constraints_absent,strategy4_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.7,0.7,0.7,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,3921028.532998227,848031872.0447074,1212261796,100,0.004623680621276831,848031872.0447074,3921028.532998227
hs_constraints_absent,strategy5_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,2235585.1302461615,698955557.5102854,2913363391,100,0.0031984653476530432,858472854.2315977,2530922.1686882735
hs_constraints_absent,strategy5_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,295337.03844211204,159517296.7213123,664957848,100,0.0018514420975807165,858472854.2315977,2530922.1686882735
hs_constraints_absent,strategy6_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.51,0.51,0.51,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,3916549.953019084,617850778.3461329,1212261796,100,0.006338990077026254,1786677586.381267,8398950.42968359
hs_constraints_absent,strategy6_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,2564221.5098147625,542375065.5463281,2855862789,100,0.004727764369536148,1786677586.381267,8398950.42968359
hs_constraints_absent,strategy6_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,1786062.4817777125,553339653.69952,2913363391,100,0.0032277868933420014,1786677586.381267,8398950.42968359
hs_constraints_absent,strategy6_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Absent,1,60,357,365,5000,327,30,7,60,132116.48507203205,73112088.78928608,664957848,100,0.0018070402208422822,1786677586.381267,8398950.42968359
reduce_inf,strategy1_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,1061911.0267510999,133245052.19549832,1212261796,100,0.007969609447058901,840598898.0331734,5128017.898259501
reduce_inf,strategy1_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,1553639.0492285283,314000171.66385347,2855862789,100,0.004947892356223758,840598898.0331734,5128017.898259501
reduce_inf,strategy1_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,2194437.3683843557,320290393.2905788,2913363391,100,0.006851399275011925,840598898.0331734,5128017.898259501
reduce_inf,strategy1_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,318030.4538955168,73063280.88324288,664957848,100,0.004352808278671994,840598898.0331734,5128017.898259501
reduce_inf,strategy2_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0,0.52,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,1870439.2145923865,134099333.08313952,1212261796,85.6,0.01394816194524057,845286685.031377,10649561.588789612
reduce_inf,strategy2_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.05,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,3768635.9472708884,317860327.1612332,2855862789,76.2,0.011856263978987428,845286685.031377,10649561.588789612
reduce_inf,strategy2_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.1,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,4182221.714027586,320456688.072937,2913363391,70.5,0.013050817379338634,845286685.031377,10649561.588789612
reduce_inf,strategy2_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.15,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,828264.7128987504,72870336.7140672,664957848,59.9,0.011366280852368542,845286685.031377,10649561.588789612
reduce_inf,strategy3_cov2,HIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.12,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,2987919.3522626897,299856131.3665055,1212261796,85.6,0.009964509775558473,848782810.0754163,11171641.137810184
reduce_inf,strategy3_cov2,UMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.06,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,3814802.1116001885,336825597.8876802,2855862789,76.2,0.011325748801527534,848782810.0754163,11171641.137810184
reduce_inf,strategy3_cov2,LMIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.03,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,3751300.3081379947,188310312.02958533,2913363391,70.5,0.019920843780178273,848782810.0754163,11171641.137810184
reduce_inf,strategy3_cov2,LIC,old_middle,0_0_0_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0,0.02,0.8,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,617619.3658093105,23790768.79164528,664957848,59.9,0.025960462699557773,848782810.0754163,11171641.137810184
reduce_inf,strategy4_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.7,0.7,0.7,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,4275124.627205565,847924780.8376487,1212261796,100,0.005041867773910618,847924780.8376487,4275124.627205565
reduce_inf,strategy5_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,3955510.184339427,698814492.4548932,2913363391,100,0.0056603150436161645,858225356.0230547,4664547.689108638
reduce_inf,strategy5_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.24,0.24,0.24,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,709037.5047692112,159410863.56816146,664957848,100,0.004447861889074068,858225356.0230547,4664547.689108638
reduce_inf,strategy6_cov2,HIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.51,0.51,0.51,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,4270494.756954282,617773290.5721326,1212261796,100,0.006912721579463703,1786427314.438844,10508410.202410651
reduce_inf,strategy6_cov2,UMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,2631406.253098545,542362671.1018237,2855862789,100,0.004851746614037386,1786427314.438844,10508410.202410651
reduce_inf,strategy6_cov2,LMIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.19,0.19,0.19,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,3288478.7384623084,553228071.8816447,2913363391,100,0.0059441646322781535,1786427314.438844,10508410.202410651
reduce_inf,strategy6_cov2,LIC,all,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,0.11,0.11,0.11,60,2.5,0.9,0.2,0.56,Combined,1,Present,0.5,60,357,365,5000,327,30,7,60,318030.4538955168,73063280.88324288,664957848,100,0.004352808278671994,1786427314.438844,10508410.202410651
