income_group,age_target,pop_2019,proportion,deaths,vaccine_n,t_start,R0,reduction1,reduction2,coverage,mode,efficacy,hs_constraints,duration_R,duration_V,dur_vacc_delay,vaccine_start,vaccine_period,timing1,timing2,immunosenescence,seeding_cases,reduce_inf,sensitivity_run,directory_out,deaths_cf,deaths_averted_2021,vaccine_n_2021,dapd_2021
HIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,0,162146.76,0,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,0,0,NA
HIC,1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,4.908739658,157417.41,1963943,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,114664.20649825214,47605420.43122804,0.002408637618564862
HIC,0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,4.853025441,154612.28,1941196,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,182675.24513452183,47065098.69712281,0.003881331393993
HIC,1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,9.761765099,149426.88,3904759,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,308396.49147408974,94670519.12835087,0.003257576849831962
HIC,0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,4.612276605,153864.23,1844964,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,200811.89386447758,44730293.766608655,0.004489393584407543
HIC,1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,9.521016263,148743.24,3809309,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,324971.50455843884,92335714.1978367,0.0035194562297115204
HIC,0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,9.465302046,145731.76,3786196,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,397985.5476268,91795392.46373148,0.00433557215613022
HIC,1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,14.374041704,139998.41,5751106,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,536991.9709887322,139400812.89495954,0.003852143756101072
HIC,0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,4.656893276,155155.26,1862810,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,169510.56693467998,45162990.45235267,0.003753306971855972
HIC,1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,9.565632934,150000.05,3827326,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,294499.8496018237,92768410.88358073,0.0031745703822759763
HIC,1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,14.418658375,141498.37,5767479,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,500625.08691816917,139833509.58070353,0.0035801510554895884
HIC,0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,9.269169881,146207.42,3709412,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,386453.05870909273,89893284.21896134,0.00429902035582295
HIC,1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,14.177909539,140530.58,5672264,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,524089.38378918613,137498704.65018937,0.003811595062822756
HIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,14.122195322,137394.38,5649268,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,600127.2926814897,136958382.91608414,0.004381822272603745
HIC,1_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,19.030934979999998,130799.62,7614391,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,760018.8047172691,184563803.34731218,0.00411791906610781
HIC,0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,5.673338029,152092.72,2270839,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,243762.571749117,55020567.58680512,0.004430389987608478
HIC,1_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,10.582077687,146802.1,4232804,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,372034.9018121873,102625988.01803318,0.0036251529363772288
HIC,1_1_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,15.435103128,137625.51,6175213,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,594523.4913032999,149691086.715156,0.003971669284722383
HIC,1_1_1_0_1_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,20.047379733,126862.8,8018863,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,855467.9343918434,194421380.48176467,0.004400071289855285
HIC,0_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,10.330231305,144615.79,4132439,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,425042.5035564424,100183558.03915781,0.004242637333666169
HIC,1_0_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,15.238970963,138797.03,6095599,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,566119.7125183018,147788978.47038585,0.0038305949359528297
HIC,1_1_0_1_1_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,20.091996404,128846.97,8037682,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,807361.264636457,194854077.16750863,0.004143414786965937
HIC,0_0_1_1_1_0_0_0_0_0_0_0_0_0_0_0_0,1212261796,14.94250791,134659.98,5977504,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,666423.4657811376,144913851.80576643,0.004598756140126414
