income_group,age_target,country_name,partition_size,country_code,income_group_p,pop_2019,proportion,deaths,vaccine_n,t_start,R0,reduction1,reduction2,coverage,mode,efficacy,hs_constraints,duration_R,duration_V,dur_vacc_delay,vaccine_start,vaccine_period,timing1,timing2,immunosenescence,seeding_cases,reduce_inf,sensitivity_run,directory_out,deaths_cf,y,cost,dapd_2021,income_group_size,country
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Australia,25364307,AUS,HIC_AUS,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,77664,8296699,0.009360786995006738,1043649600,HIC_AUS
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Belgium,11484055,BEL,HIC_BEL,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,35163,3756450,0.009360786995006738,1043649600,HIC_BEL
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Canada,37589262,CAN,HIC_CAN,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,115096,12295498,0.009360786995006738,1043649600,HIC_CAN
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Chile,18952038,CHL,HIC_CHL,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,58030,6199237,0.009360786995006738,1043649600,HIC_CHL
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Germany,83132799,DEU,HIC_DEU,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,254546,27192850,0.009360786995006738,1043649600,HIC_DEU
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Spain,47076781,ESP,HIC_ESP,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,144146,15398878,0.009360786995006738,1043649600,HIC_ESP
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,France,67059887,FRA,HIC_FRA,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,205332,21935379,0.009360786995006738,1043649600,HIC_FRA
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,United Kingdom,66834405,GBR,HIC_GBR,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,204642,21861624,0.009360786995006738,1043649600,HIC_GBR
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Greece,10716322,GRC,HIC_GRC,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,32813,3505323,0.009360786995006738,1043649600,HIC_GRC
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Italy,60297396,ITA,HIC_ITA,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,184626,19723359,0.009360786995006738,1043649600,HIC_ITA
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Japan,126264931,JPN,HIC_JPN,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,386614,41301429,0.009360786995006738,1043649600,HIC_JPN
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,"Korea, Rep.",51709098,KOR,HIC_KOR,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,158329,16914115,0.009360786995006738,1043649600,HIC_KOR
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Netherlands,17332850,NLD,HIC_NLD,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,53072,5669599,0.009360786995006738,1043649600,HIC_NLD
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Poland,37970874,POL,HIC_POL,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,116264,12420324,0.009360786995006738,1043649600,HIC_POL
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Romania,19356544,ROU,HIC_ROU,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,59268,6331552,0.009360786995006738,1043649600,HIC_ROU
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,Saudi Arabia,34268528,SAU,HIC_SAU,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,104928,11209282,0.009360786995006738,1043649600,HIC_SAU
HIC,1_1_1_1_0_0_1_1_1_0_0_0_0_0_0_0_0,United States,328239523,USA,HIC_USA,1212261796,40.887667907,9050.46,16353242,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,162146.76,1005045,107367589,0.009360786995006738,1043649600,HIC_USA
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Afghanistan,38041754,AFG,LIC_AFG,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,37000,3217592,0.011499305775187938,625790062,LIC_AFG
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Burundi,11530580,BDI,LIC_BDI,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,11215,975263,0.011499305775187938,625790062,LIC_BDI
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Burkina Faso,20321378,BFA,LIC_BFA,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,19765,1718793,0.011499305775187938,625790062,LIC_BFA
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,"Congo, Dem. Rep.",86790567,COD,LIC_COD,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,84414,7340794,0.011499305775187938,625790062,LIC_COD
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Ethiopia,112078730,ETH,LIC_ETH,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,109010,9479681,0.011499305775187938,625790062,LIC_ETH
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Guinea,12771246,GIN,LIC_GIN,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,12422,1080199,0.011499305775187938,625790062,LIC_GIN
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Haiti,11263077,HTI,LIC_HTI,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,10955,952637,0.011499305775187938,625790062,LIC_HTI
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Madagascar,26969307,MDG,LIC_MDG,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,26231,2281079,0.011499305775187938,625790062,LIC_MDG
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Mali,19658031,MLI,LIC_MLI,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,19120,1662687,0.011499305775187938,625790062,LIC_MLI
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Mozambique,30366036,MOZ,LIC_MOZ,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,29535,2568376,0.011499305775187938,625790062,LIC_MOZ
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Malawi,18628747,MWI,LIC_MWI,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,18119,1575630,0.011499305775187938,625790062,LIC_MWI
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Niger,23310715,NER,LIC_NER,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,22672,1971633,0.011499305775187938,625790062,LIC_NER
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,"Korea, Dem. People’s Rep.",25666161,PRK,LIC_PRK,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,24963,2170858,0.011499305775187938,625790062,LIC_PRK
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Rwanda,12626950,RWA,LIC_RWA,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,12281,1067994,0.011499305775187938,625790062,LIC_RWA
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Sudan,42813238,SDN,LIC_SDN,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,41641,3621167,0.011499305775187938,625790062,LIC_SDN
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Somalia,15442905,SOM,LIC_SOM,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,15020,1306169,0.011499305775187938,625790062,LIC_SOM
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,South Sudan,11062113,SSD,LIC_SSD,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,10759,935640,0.011499305775187938,625790062,LIC_SSD
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Syrian Arab Republic,17070135,SYR,LIC_SYR,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,16603,1443801,0.011499305775187938,625790062,LIC_SYR
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Chad,15946876,TCD,LIC_TCD,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,15510,1348796,0.011499305775187938,625790062,LIC_TCD
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,Uganda,44269594,UGA,LIC_UGA,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,43057,3744347,0.011499305775187938,625790062,LIC_UGA
LIC,0_0_0_0_0_0_0_0_0_0_1_1_1_1_1_1_1,"Yemen, Rep.",29161922,YEM,LIC_YEM,664957848,10.572568673000001,88066.03,4198299,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,136696.91,28363,2466531,0.011499305775187938,625790062,LIC_YEM
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Angola,31825295,AGO,LMIC_AGO,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,32961,2211588,0.014903804598644078,2838621269,LMIC_AGO
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Benin,11801151,BEN,LMIC_BEN,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,12222,820080,0.014903804598644078,2838621269,LMIC_BEN
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Bangladesh,163046161,BGD,LMIC_BGD,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,168865,11330327,0.014903804598644078,2838621269,LMIC_BGD
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Bolivia,11513100,BOL,LMIC_BOL,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,11924,800063,0.014903804598644078,2838621269,LMIC_BOL
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Cote d'Ivoire,25716544,CIV,LMIC_CIV,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,26634,1787082,0.014903804598644078,2838621269,LMIC_CIV
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Cameroon,25876380,CMR,LMIC_CMR,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,26800,1798189,0.014903804598644078,2838621269,LMIC_CMR
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Algeria,43053054,DZA,LMIC_DZA,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,44590,2991823,0.014903804598644078,2838621269,LMIC_DZA
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,"Egypt, Arab Rep.",100388073,EGY,LMIC_EGY,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,103971,6976121,0.014903804598644078,2838621269,LMIC_EGY
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Ghana,30417856,GHA,LMIC_GHA,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,31503,2113783,0.014903804598644078,2838621269,LMIC_GHA
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,India,1366417754,IND,LMIC_IND,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,1415183,94954462,0.014903804598644078,2838621269,LMIC_IND
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Kenya,52573973,KEN,LMIC_KEN,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,54450,3653446,0.014903804598644078,2838621269,LMIC_KEN
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Cambodia,16486542,KHM,LMIC_KHM,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,17075,1145675,0.014903804598644078,2838621269,LMIC_KHM
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Sri Lanka,21803000,LKA,LMIC_LKA,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,22581,1515124,0.014903804598644078,2838621269,LMIC_LKA
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Morocco,36471769,MAR,LMIC_MAR,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,37773,2534479,0.014903804598644078,2838621269,LMIC_MAR
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Myanmar,54045420,MMR,LMIC_MMR,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,55974,3755699,0.014903804598644078,2838621269,LMIC_MMR
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Nigeria,200963599,NGA,LMIC_NGA,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,208136,13965268,0.014903804598644078,2838621269,LMIC_NGA
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Nepal,28608710,NPL,LMIC_NPL,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,29630,1988063,0.014903804598644078,2838621269,LMIC_NPL
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Pakistan,216565318,PAK,LMIC_PAK,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,224294,15049456,0.014903804598644078,2838621269,LMIC_PAK
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Philippines,108116615,PHL,LMIC_PHL,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,111975,7513189,0.014903804598644078,2838621269,LMIC_PHL
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Senegal,16296364,SEN,LMIC_SEN,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,16878,1132459,0.014903804598644078,2838621269,LMIC_SEN
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Tunisia,11694719,TUN,LMIC_TUN,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,12112,812684,0.014903804598644078,2838621269,LMIC_TUN
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Tanzania,58005463,TZA,LMIC_TZA,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,60076,4030888,0.014903804598644078,2838621269,LMIC_TZA
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Ukraine,44385155,UKR,LMIC_UKR,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,45969,3084392,0.014903804598644078,2838621269,LMIC_UKR
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Uzbekistan,33580650,UZB,LMIC_UZB,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,34779,2333571,0.014903804598644078,2838621269,LMIC_UZB
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Vietnam,96462106,VNM,LMIC_VNM,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,99905,6703299,0.014903804598644078,2838621269,LMIC_VNM
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Zambia,17861030,ZMB,LMIC_ZMB,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,18498,1241190,0.014903804598644078,2838621269,LMIC_ZMB
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Zimbabwe,14645468,ZWE,LMIC_ZWE,2913363391,8.686441381,73203.18,3461687,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,124987.59,15168,1017736,0.014903804598644078,2838621269,LMIC_ZWE
UMIC,1_1_1_1_0_0_0_1_0_0_0_0_0_0_0_0_0,Argentina,44938712,ARG,UMIC_ARG,2855862789,38.333970263,8257.24,15332981,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.7,Present,365,5000,7,327,30,60,357,1,60,1,reduce_efficacy,sensitivity,108457.08,90057,13781434,0.0065346635968407,2747994588,UMIC_ARG
