income_group,age_target,country_name,partition_size,country_code,income_group_p,pop_2019,proportion,deaths,vaccine_n,t_start,R0,reduction1,reduction2,coverage,mode,efficacy,hs_constraints,duration_R,duration_V,dur_vacc_delay,vaccine_start,vaccine_period,timing1,timing2,immunosenescence,seeding_cases,reduce_inf,sensitivity_run,directory_out,deaths_cf,y,cost,dapd_2021,income_group_size,country
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Australia,25364307,AUS,HIC_AUS,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,79488,6865026,0.011578687984882832,1043649600,HIC_AUS
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Belgium,11484055,BEL,HIC_BEL,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,35989,3108239,0.011578687984882832,1043649600,HIC_BEL
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Canada,37589262,CAN,HIC_CAN,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,117799,10173795,0.011578687984882832,1043649600,HIC_CAN
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Chile,18952038,CHL,HIC_CHL,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,59393,5129501,0.011578687984882832,1043649600,HIC_CHL
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Germany,83132799,DEU,HIC_DEU,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,260526,22500470,0.011578687984882832,1043649600,HIC_DEU
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Spain,47076781,ESP,HIC_ESP,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,147532,12741658,0.011578687984882832,1043649600,HIC_ESP
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,France,67059887,FRA,HIC_FRA,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,210156,18150225,0.011578687984882832,1043649600,HIC_FRA
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,United Kingdom,66834405,GBR,HIC_GBR,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,209449,18089196,0.011578687984882832,1043649600,HIC_GBR
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Greece,10716322,GRC,HIC_GRC,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,33583,2900447,0.011578687984882832,1043649600,HIC_GRC
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Italy,60297396,ITA,HIC_ITA,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,188963,16319909,0.011578687984882832,1043649600,HIC_ITA
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Japan,126264931,JPN,HIC_JPN,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,395696,34174481,0.011578687984882832,1043649600,HIC_JPN
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,"Korea, Rep.",51709098,KOR,HIC_KOR,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,162049,13995427,0.011578687984882832,1043649600,HIC_KOR
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Netherlands,17332850,NLD,HIC_NLD,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,54319,4691256,0.011578687984882832,1043649600,HIC_NLD
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Poland,37970874,POL,HIC_POL,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,118995,10277081,0.011578687984882832,1043649600,HIC_POL
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Romania,19356544,ROU,HIC_ROU,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,60661,5238983,0.011578687984882832,1043649600,HIC_ROU
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,Saudi Arabia,34268528,SAU,HIC_SAU,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,107393,9275015,0.011578687984882832,1043649600,HIC_SAU
HIC,1_1_1_1_0_0_1_1_0_0_0_0_0_0_0_0_0,United States,328239523,USA,HIC_USA,1212261796,33.83211902,5454.14,13531803,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,162146.76,1028654,88840309,0.011578687984882832,1043649600,HIC_USA
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Afghanistan,38041754,AFG,LIC_AFG,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,16679,943645,0.017675079399412198,625790062,LIC_AFG
LIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Burundi,11530580,BDI,LIC_BDI,664957848,5.012047408,30555.3,1992394,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,6119,462335,0.013234910726127756,625790062,LIC_BDI
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Burkina Faso,20321378,BFA,LIC_BFA,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,8910,504082,0.017675079399412198,625790062,LIC_BFA
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,"Congo, Dem. Rep.",86790567,COD,LIC_COD,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,38052,2152883,0.017675079399412198,625790062,LIC_COD
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Ethiopia,112078730,ETH,LIC_ETH,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,49140,2780169,0.017675079399412198,625790062,LIC_ETH
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Guinea,12771246,GIN,LIC_GIN,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,5599,316797,0.017675079399412198,625790062,LIC_GIN
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Haiti,11263077,HTI,LIC_HTI,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,4938,279386,0.017675079399412198,625790062,LIC_HTI
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Madagascar,26969307,MDG,LIC_MDG,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,11824,668987,0.017675079399412198,625790062,LIC_MDG
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Mali,19658031,MLI,LIC_MLI,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,8619,487627,0.017675079399412198,625790062,LIC_MLI
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Mozambique,30366036,MOZ,LIC_MOZ,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,13314,753245,0.017675079399412198,625790062,LIC_MOZ
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Malawi,18628747,MWI,LIC_MWI,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,8168,462095,0.017675079399412198,625790062,LIC_MWI
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Niger,23310715,NER,LIC_NER,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,10220,578234,0.017675079399412198,625790062,LIC_NER
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,"Korea, Dem. People’s Rep.",25666161,PRK,LIC_PRK,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,11253,636662,0.017675079399412198,625790062,LIC_PRK
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Rwanda,12626950,RWA,LIC_RWA,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,5536,313218,0.017675079399412198,625790062,LIC_RWA
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Sudan,42813238,SDN,LIC_SDN,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,18771,1062004,0.017675079399412198,625790062,LIC_SDN
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Somalia,15442905,SOM,LIC_SOM,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,6771,383069,0.017675079399412198,625790062,LIC_SOM
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,South Sudan,11062113,SSD,LIC_SSD,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,4850,274401,0.017675079399412198,625790062,LIC_SSD
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Syrian Arab Republic,17070135,SYR,LIC_SYR,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,7484,423433,0.017675079399412198,625790062,LIC_SYR
LIC,0_0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1,Chad,15946876,TCD,LIC_TCD,664957848,3.100687627,35166.94,1229791,60,2.5,0.5599999999999999,0.19999999999999996,0.8,Infection,0.9,Absent,365,5000,7,327,30,60,357,1,60,1,hs_constraints_absent,sensitivity,57088.9,6992,395570,0.017675079399412198,625790062,LIC_TCD
