income_group,age_target,country_name,partition_size,country_code,income_group_p,pop_2019,proportion,deaths,life_years_lost,t_start,R0,reduction1,reduction2,coverage,immunosenescence,mode,hs_constraints,efficacy,duration_R,duration_V,dur_vacc_delay,vaccine_start,vaccine_period,seeding_cases,timing1,timing2,deaths_cf,life_years_lost_cf,deaths_averted_2021,y,cost,dapd_2021,income_group_size,country
LIC,0_0_1_0_0_0_1_1_1_1_1_1_1_1_1_1_1,"Yemen, Rep.",29161922,YEM,LIC_YEM,664957848,43.397492881,6103.14,220897.28,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,136797.28,4051122.1,76226,2233934,10124434,0.007528899213047606,625790062,LIC_YEM
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Angola,31825295,AGO,LMIC_AGO,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,42580,736426,2211588,0.019253079905173658,2838621269,LMIC_AGO
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Benin,11801151,BEN,LMIC_BEN,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,15789,273075,820080,0.019253079905173658,2838621269,LMIC_BEN
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,Bangladesh,163046161,BGD,LMIC_BGD,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,384126,9163797,41881461,0.009171739831310645,2838621269,LMIC_BGD
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Bolivia,11513100,BOL,LMIC_BOL,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,15404,266409,800063,0.019253079905173658,2838621269,LMIC_BOL
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Cote d'Ivoire,25716544,CIV,LMIC_CIV,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,34407,595072,1787082,0.019253079905173658,2838621269,LMIC_CIV
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Cameroon,25876380,CMR,LMIC_CMR,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,34621,598770,1798189,0.019253079905173658,2838621269,LMIC_CMR
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Algeria,43053054,DZA,LMIC_DZA,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,57602,996233,2991823,0.019253079905173658,2838621269,LMIC_DZA
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,"Egypt, Arab Rep.",100388073,EGY,LMIC_EGY,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,236508,5642181,25786557,0.009171739831310645,2838621269,LMIC_EGY
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Ghana,30417856,GHA,LMIC_GHA,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,40697,703859,2113783,0.019253079905173658,2838621269,LMIC_GHA
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,India,1366417754,IND,LMIC_IND,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,1828166,31618434,94954462,0.019253079905173658,2838621269,LMIC_IND
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,Kenya,52573973,KEN,LMIC_KEN,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,123861,2954852,13504610,0.009171739831310645,2838621269,LMIC_KEN
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Cambodia,16486542,KHM,LMIC_KHM,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,22058,381493,1145675,0.019253079905173658,2838621269,LMIC_KHM
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Sri Lanka,21803000,LKA,LMIC_LKA,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,29171,504514,1515124,0.019253079905173658,2838621269,LMIC_LKA
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Morocco,36471769,MAR,LMIC_MAR,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,48797,843944,2534479,0.019253079905173658,2838621269,LMIC_MAR
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,Myanmar,54045420,MMR,LMIC_MMR,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,127327,3037553,13882579,0.009171739831310645,2838621269,LMIC_MMR
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,Nigeria,200963599,NGA,LMIC_NGA,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,473457,11294898,51621265,0.009171739831310645,2838621269,LMIC_NGA
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Nepal,28608710,NPL,LMIC_NPL,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,38276,661996,1988063,0.019253079905173658,2838621269,LMIC_NPL
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Pakistan,216565318,PAK,LMIC_PAK,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,289748,5011246,15049456,0.019253079905173658,2838621269,LMIC_PAK
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,Philippines,108116615,PHL,LMIC_PHL,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,254716,6076554,27771778,0.009171739831310645,2838621269,LMIC_PHL
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,Senegal,16296364,SEN,LMIC_SEN,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,38393,915916,4186026,0.009171739831310645,2838621269,LMIC_SEN
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,Tunisia,11694719,TUN,LMIC_TUN,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,27552,657286,3004008,0.009171739831310645,2838621269,LMIC_TUN
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,Tanzania,58005463,TZA,LMIC_TZA,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,136657,3260122,14899790,0.009171739831310645,2838621269,LMIC_TZA
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Ukraine,44385155,UKR,LMIC_UKR,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,59384,1027057,3084392,0.019253079905173658,2838621269,LMIC_UKR
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,Uzbekistan,33580650,UZB,LMIC_UZB,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,79114,1887357,8625819,0.009171739831310645,2838621269,LMIC_UZB
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Vietnam,96462106,VNM,LMIC_VNM,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,129059,2232100,6703299,0.019253079905173658,2838621269,LMIC_VNM
LMIC,0_1_1_1_0_0_0_0_0_0_0_0_0_0_1_1_1,Zambia,17861030,ZMB,LMIC_ZMB,2913363391,32.108591763,7290,204027.14,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,42079,1003856,4587940,0.009171739831310645,2838621269,LMIC_ZMB
LMIC,0_0_0_0_0_0_0_0_0_0_0_0_1_1_1_1_1,Zimbabwe,14645468,ZWE,LMIC_ZWE,2913363391,8.686441381,58190.36,1857229.43,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,125086.66,3014212.11,19595,338891,1017736,0.019253079905173658,2838621269,LMIC_ZWE
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Argentina,44938712,ARG,UMIC_ARG,2855862789,0,108456.8,1874003.76,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108456.8,1874003.76,0,0,0,NA,2747994588,UMIC_ARG
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Brazil,211049527,BRA,UMIC_BRA,2855862789,0,108456.8,1874003.76,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108456.8,1874003.76,0,0,0,NA,2747994588,UMIC_BRA
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,China,1397715000,CHN,UMIC_CHN,2855862789,0,108456.8,1874003.76,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108456.8,1874003.76,0,0,0,NA,2747994588,UMIC_CHN
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Colombia,50339443,COL,UMIC_COL,2855862789,0,108456.8,1874003.76,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108456.8,1874003.76,0,0,0,NA,2747994588,UMIC_COL
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Cuba,11333483,CUB,UMIC_CUB,2855862789,0,108456.8,1874003.76,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108456.8,1874003.76,0,0,0,NA,2747994588,UMIC_CUB
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Dominican Republic,10738958,DOM,UMIC_DOM,2855862789,0,108456.8,1874003.76,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108456.8,1874003.76,0,0,0,NA,2747994588,UMIC_DOM
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Ecuador,17373662,ECU,UMIC_ECU,2855862789,0,108456.8,1874003.76,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108456.8,1874003.76,0,0,0,NA,2747994588,UMIC_ECU
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Guatemala,16604026,GTM,UMIC_GTM,2855862789,0,108456.8,1874003.76,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108456.8,1874003.76,0,0,0,NA,2747994588,UMIC_GTM
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Indonesia,270625568,IDN,UMIC_IDN,2855862789,0,108456.8,1874003.76,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108456.8,1874003.76,0,0,0,NA,2747994588,UMIC_IDN
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,"Iran, Islamic Rep.",82913906,IRN,UMIC_IRN,2855862789,0,108456.8,1874003.76,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108456.8,1874003.76,0,0,0,NA,2747994588,UMIC_IRN
