run_number,deaths,life_years_lost,vaccine_n
16885,9507.9,163258.53,10673950
16886,598.2,10771.58,15441856
16887,666.18,15379.5,18497933
16888,976.07,27060.23,22171386
16889,858.77,14814.01,10650621
16890,552.29,9923.54,15481260
16891,598.31,13737.33,18515213
16892,921.98,25617.35,21513821
16893,647.29,11173.59,12616453
16894,535.65,9659.33,18683661
16895,583.71,13434.44,22480767
16896,905.64,25178.14,27451821
16897,61177.77,1019040.61,2982873
16898,51481.69,898040.53,3322658
16899,58838.61,1389837.84,3316928
16900,85335.5,2428064.91,2641818
16901,51468.78,855445.91,4946314
16902,40485.93,714369.04,6528940
16903,48366.15,1149685.67,7282307
16904,74760.03,2093569.59,8578176
16905,14717.69,247433.65,6887456
16906,13153.29,231180.26,9769260
16907,18224.55,434891.21,11268389
16908,28952.9,785463.09,13855787
16909,1066.6,18385.75,8732183
16910,667.39,11986.3,12833702
16911,752.16,17374.89,15114977
16912,1558.24,42373.41,18670167
16913,609.9,10530.28,10596014
16914,544.2,9820.71,15504168
16915,592.74,13651.7,18759386
16916,956.02,26511.78,23015205
16917,528.23,9143.92,12864127
16918,537.35,9678.41,18596477
16919,584.9,13449.49,22286048
16920,896.18,24897.07,26879894
16921,52706.42,875909.48,5715003
16922,44559.76,769213.94,6731310
16923,51664.41,1212141.15,6825033
16924,72839.6,2025598.02,5854809
16925,42344.76,702170.43,7679882
16926,34335.63,600048.62,9934879
16927,41782.34,988165.29,10791635
16928,58484.17,1601691.98,11787945
16929,9080.22,152035.11,9619869
16930,7424.12,129414.41,13176577
16931,10682.53,254333.18,14778095
16932,9093.79,241897.13,17066030
16933,745.46,12860.52,11465274
16934,615.06,11037.06,16241837
16935,685.14,15794.03,18625395
16936,1098.94,30159.56,21875670
16937,545.09,9425.42,13327366
16938,536.86,9674.36,18913219
16939,584.13,13440.63,22265271
16940,905.54,25114.6,26225868
16941,43272.01,718346.61,7984676
16942,38473.73,655122.32,9826888
16943,45054.33,1046922.12,10358561
16944,47859.37,1300781.36,9717299
16945,32280.2,534528.77,9947725
16946,28826.09,497092.62,13030229
16947,35660.14,836696.28,14323264
16948,26794.18,718299.01,15653410
16949,4201.4,70001.52,11889621
16950,3765.31,64926.34,16271777
16951,5499.49,129631.16,18309364
16952,1941.75,52000.38,20929262
16953,573.83,9927.81,13733897
16954,583.11,10447.41,19334354
16955,644.2,14811.71,22154708
16956,944.01,26087.36,25744338
16957,27838.24,461611.37,9847237
16958,18701.02,318650.91,12495644
16959,23212,540974,13996065
16960,3849.25,102805.31,14067693
16961,14553.64,240624.89,11810406
16962,8695.51,150751.87,15698638
16963,12079.92,286695.31,17962897
16964,1817.06,48900.11,20003288
16965,765.09,12908.29,13751650
16966,618.53,11044.05,18940069
16967,693.07,15929.53,21949094
16968,965.69,26654.52,25283125
16969,5994.97,103041.76,11692696
16970,643.3,11449.15,15560085
16971,707.39,16217.87,17846778
16972,929.71,25724.8,18877422
16973,1684.72,28776.64,13656115
16974,578.93,10392.26,18764423
16975,640.32,14741.99,21810470
16976,907.33,25140.86,24812746
16977,527.76,9139.61,13633087
16978,545.22,9774.13,18801648
16979,589.89,13521.67,21829207
16980,874.93,24280.26,24154538
16981,504.74,8741.44,15596565
16982,533.01,9588.96,22005470
16983,579.86,13324.54,25795617
16984,873.94,24261.79,30093435
16985,58495.04,956514.58,2937069
16986,47150.37,822401.05,3151206
16987,54548.72,1286172.35,3059282
16988,84253.94,2391423.67,2224411
16989,48349.24,788550.75,4901042
16990,36002.66,635690.69,6355058
16991,43752.34,1039325.34,7023589
16992,72801.48,2031199.74,8160675
16993,15487.29,255420.13,6844261
16994,7900.36,138943.08,9596634
16995,11177.78,267080.12,11011297
16996,24043.29,648379.49,13439047
16997,1072.76,18266.32,8686877
16998,618.9,11134.12,12664563
16999,689.24,15904.06,14859862
17000,1440.67,39189.2,18247654
17001,576.83,9896.97,10550018
17002,534.92,9655.48,15333136
17003,581.84,13392.42,18501721
17004,945.39,26203.04,22598356
17005,509.81,8784.14,12821873
17006,529.36,9536.15,18429151
17007,575.42,13223.65,22028099
17008,889.26,24692.18,26463428
17009,488.24,8422.12,15550692
17010,525.71,9458.6,21834717
17011,571.06,13114.47,25537630
17012,867.46,24070.56,29673908
17013,31215.25,507587.19,5919677
17014,40894.76,700802.99,6473308
17015,47740.07,1113326.45,6372814
17016,69143.22,1906748.52,4866242
17017,20187.15,327238.87,7883473
17018,30362.64,527039.65,9677886
17019,37393.31,880256.72,10341938
17020,51811.61,1404223.83,10802421
17021,2569.93,42037.52,9824944
17022,4477.3,77631.33,12918832
17023,6359.02,150507.32,14324898
17024,5817.06,153335.12,16082191
17025,546.53,9400.24,11670241
17026,591.34,10604.22,15984585
17027,653.22,15027.29,18171724
17028,1041.34,28567.02,20889374
17029,482.56,8322.5,13532174
17030,530.43,9548.72,18654964
17031,575.68,13225.91,21812592
17032,890.34,24663.23,25239888
17033,467.64,8075.16,15801495
17034,527.01,9471.8,21747624
17035,571.89,13122.45,25343009
17036,861.81,23898.99,29105340
17037,23945.47,387749.13,8652001
17038,34507.5,584857.35,9883095
17039,40951,949455.17,9882238
17040,50037.98,1346706.64,8077172
17041,14448.4,233036.23,10618277
17042,24835.47,426753.37,13087301
17043,31258.95,733221.48,13849144
17044,28848.49,764577.42,14012143
17045,1803.79,29467.93,12556694
17046,2546.06,43905.75,16327940
17047,3554.56,83448.65,17836462
17048,2147.53,56797.54,19289607
17049,513.11,8838.72,14402788
17050,571.67,10241.89,19394436
17051,628.31,14438.02,21681264
17052,945.66,26024.71,24100009
17053,471.36,8133.95,16264055
17054,526.79,9472.08,22064123
17055,571.4,13118.95,25322148
17056,867.1,24011.93,28449946
17057,17572.97,283634.5,10924300
17058,28733.7,479822.21,12977802
17059,34561.22,794251.01,13412171
17060,18394.58,484414.05,11943995
17061,9798.28,157359.05,12885234
17062,19754.46,334619.63,16179232
17063,25397.96,591857.88,17382905
17064,7127.69,186119.89,17876726
17065,1148.22,18840.36,14825756
17066,1478.24,25390.85,19420266
17067,1979.71,45824.68,21364845
17068,1135.27,30793.38,23153409
17069,485.52,8379.14,16670661
17070,556.99,9964.14,22485287
17071,609.78,13986.25,25211634
17072,888.64,24539.14,27963924
17073,5955.65,95562.38,12784362
17074,9447.66,158394.94,15645509
17075,12210.69,283664.32,17056117
17076,1470.54,39460.77,16290761
17077,2303.62,36864.98,14747389
17078,3836.36,65640.86,18850556
17079,5386.35,126936.51,21020350
17080,1130.64,30717.97,22229540
17081,519,8822.14,16688521
17082,575.22,10261.31,22091246
17083,635.93,14577.57,25005799
17084,900.85,24852.7,27504896
17085,924.25,15577.29,14629652
17086,585.87,10426.99,18711084
17087,640.34,14646.72,20899791
17088,871.46,24087.07,21102313
17089,582.9,9927.57,16592391
17090,554.53,9934.94,21914791
17091,608.64,13976.2,24866442
17092,867.63,24004.34,27037283
17093,466.38,8054.12,16570090
17094,532.74,9534.88,21952573
17095,575.2,13160.58,24885955
17096,845.25,23414.92,26378695
17097,461.85,7976.46,18533551
17098,525.08,9428.01,25156510
17099,569.7,13066.29,28852530
17100,850.15,23559.48,32314181
17101,60986.1,999032.91,2821760
17102,51297.36,891203.11,2332166
17103,58292.49,1366615.12,2543474
17104,86074.46,2452583.52,1895894
17105,52862.69,864576.5,4785474
17106,40195.51,706390.69,5535977
17107,47800.41,1127685.36,6509833
17108,75848.19,2124564.71,7833404
17109,18803.53,311249.3,6726865
17110,12696.49,222150.18,8779568
17111,17648.74,417954.9,10495447
17112,33272.52,901938.51,13109975
17113,1385.63,23618.23,8571790
17114,657.56,11793.55,11846539
17115,740.15,17035.68,14345871
17116,1770.76,47881.82,17920037
17117,645.53,11058.99,10436597
17118,541.97,9772.44,14514152
17119,590.35,13568.79,17982826
17120,970.01,26854.84,22269951
17121,538.28,9267.65,12706042
17122,534.88,9626.3,17606364
17123,582.07,13358.57,21517535
17124,898.98,24949.75,26134073
17125,506.23,8728.85,15435369
17126,529.85,9524.25,21015318
17127,576.12,13213.63,25022961
17128,872.69,24206.89,29344189
17129,469.74,8112.33,18418422
17130,528.41,9478.75,24337367
17131,573.74,13141.91,28337868
17132,852.64,23620.82,31985539
17133,31544.6,503515.76,5759188
17134,40727.86,694770.45,5483074
17135,47269.88,1093267.51,5600634
17136,71115.42,1962819.8,4120375
17137,22093.07,351976.01,7722562
17138,30071.31,519596.92,8687456
17139,36888.77,861232.35,9567260
17140,54578.5,1478147.4,10056130
17141,3469.92,55906.07,9663957
17142,4243.66,73230.47,11928992
17143,6026.46,141439.14,13553298
17144,6935.88,182104.18,15333424
17145,578.43,9875.88,11508938
17146,585.12,10480.5,14994239
17147,645.28,14800.99,17399206
17148,1066.52,29170.73,20144002
17149,487.96,8378.11,13371520
17150,528.05,9498.45,17665138
17151,572.95,13138.01,21039918
17152,893.45,24720.99,24494094
17153,470.19,8089.62,15639970
17154,524.56,9420.78,20757384
17155,568.99,13032.69,24570370
17156,861.48,23869.79,28359381
17157,462.21,7957.16,18372284
17158,522.17,9368.46,24166644
17159,566.18,12962.91,28080062
17160,847.89,23479.62,31572239
17161,10710.97,169232.76,8743041
17162,34774.94,582015.38,8805526
17163,40763.4,932181.11,8914556
17164,50246.99,1343794.37,6762279
17165,6227.62,98107.65,10705198
17166,24785.21,420437.59,12009755
17167,30868.45,714217.98,12881016
17168,27966.96,734747.19,12698347
17169,989.83,16139.03,12646015
17170,2495.82,42576.19,15250418
17171,3456.75,80146.15,16867795
17172,2079.69,54669.28,17975144
17173,485.31,8338.5,14490543
17174,569.46,10173.36,18315840
17175,624.52,14294.11,20713890
17176,939.42,25792.31,22789934
17177,457.73,7878.2,16353047
17178,525.25,9426.24,20987175
17179,568.82,13024.21,24355505
17180,861.39,23816.28,27135899
17181,451.68,7781.06,18622532
17182,523.26,9378.32,24079226
17183,566.81,12966.55,27885333
17184,843.47,23344.14,31003603
17185,7703.2,120958.42,11473321
17186,28795.5,476147.69,12214153
17187,34352.16,781168.79,12425213
17188,26867.2,700958.24,9972811
17189,4455.2,69808.49,13437561
17190,19730.51,330995.99,15420789
17191,25154.27,580207.43,16390854
17192,10988.21,283190.47,15909037
17193,845.56,13837.31,15378265
17194,1568.26,26731.46,18659884
17195,2090.03,48050.33,20376969
17196,1265.57,33843.89,21185303
17197,474.48,8159.18,17222913
17198,557.25,9948.82,21726311
17199,609.02,13932.13,24224285
17200,894.87,24607.12,25995669
17201,453.27,7804.3,19089191
17202,522.97,9376.6,24396236
17203,566.17,12958.6,27864703
17204,846.98,23410.83,30348726
17205,5678.92,88831.01,13742436
17206,23444.4,381648.87,15307527
17207,28400.76,640414.44,15958412
17208,6384.37,164196.95,13837060
17209,3252.74,50836.92,15706220
17210,15215.87,251482.01,18510253
17211,19846.72,455021.17,19925475
17212,2690.07,69618.15,19775346
17213,701.94,11582.53,17647298
17214,1058.1,18076.47,21755299
17215,1339.98,30483.28,23907525
17216,983.2,26765.99,25050332
17217,463.62,7982.63,19493173
17218,547.71,9768.07,24817384
17219,597.18,13644.35,27754102
17220,861.92,23762.66,29863715
17221,1581.43,24863.25,15606640
17222,6147.53,100826.6,17977729
17223,7990.45,182593.96,19599426
17224,1088.83,29415.67,18186664
17225,915.51,14663.51,17568865
17226,2548.22,42837.66,21182422
17227,3509.67,81183.76,23561881
17228,982.91,26777.75,24122772
17229,479.47,8157.39,19513156
17230,562.53,10001.85,24423009
17231,618.56,14118.9,27549552
17232,870.65,23980.93,29399506
17233,556.25,9416.27,17450287
17234,567.91,10076.42,21042890
17235,618.25,14080.26,23442014
17236,844.52,23298.55,23000003
17237,495.24,8448.24,19413855
17238,545.75,9745.44,24246732
17239,596.67,13647.1,27408684
17240,846.63,23379.03,28934172
17241,449.7,7747.04,19392765
17242,528.08,9426.49,24284564
17243,569.28,12986.02,27428383
17244,828.93,22918.05,28274298
17245,449.31,7741.34,21354671
17246,522.2,9351.94,27488322
17247,565.66,12937.01,31394825
17248,836.08,23126.16,34210485
17249,65276.13,1077527.15,2562834
17250,50829.72,877016.26,2243955
17251,57366,1339401.8,2064466
17252,88114.06,2530815.84,1549888
17253,56482.61,929483.1,4525667
17254,39823.2,694994.63,5446514
17255,46940.25,1102695.61,6029477
17256,79046.61,2232986.79,7485002
17257,22030.87,367011.11,6466918
17258,13103.2,227738.96,8689636
17259,17695.14,417217.54,10015852
17260,44574.52,1221054.76,12762961
17261,1700.08,29145.24,8312074
17262,653.16,11684.52,11754451
17263,727.24,16698.46,13862571
17264,2428.93,65485.13,17572940
17265,728.23,12494.38,10174845
17266,539.22,9707.89,14424756
17267,584.4,13411.82,17503726
17268,1003.84,27785.87,21923212
17269,552.24,9523.06,12444968
17270,532.73,9574.64,17517404
17271,577.21,13229.44,21034997
17272,911.79,25315.46,25786896
17273,512.35,8847.42,15176118
17274,528.16,9482.62,20925944
17275,572,13103.73,24543617
17276,880.3,24429.02,29000465
17277,469.01,8110.02,18159683
17278,526.91,9441.19,24248877
17279,569.96,13040.85,27858540
17280,857.09,23754.11,31638484
17281,447.71,7720.43,21098216
17282,521.02,9321.56,27399025
17283,562.47,12851.33,30915234
17284,838.49,23200.83,33862746
17285,41580.77,670874.91,5383775
17286,44441.46,749576.06,4574558
17287,50218.26,1148559.39,4605551
17288,76980.5,2151846.79,3444577
17289,31156.57,501659.45,7347033
17290,33913.78,578904.77,7778633
17291,40230.89,927307.79,8572966
17292,65131.49,1787654.19,9381686
17293,4576.97,74372.44,9289405
17294,7416.08,126322.79,11020605
17295,10302.07,239177.99,12558329
17296,17303.35,458852.08,14657828
17297,631.78,10794.6,11133217
17298,604.09,10766.93,14086587
17299,665.04,15180.35,16407633
17300,1273.66,34566.87,19471224
17301,512.16,8795.85,12995794
17302,531.12,9529.82,16758940
17303,574.29,13130.8,20045987
17304,920.38,25447.91,23818831
17305,482.3,8304.09,15265172
17306,527.1,9445.03,19848894
17307,569.94,13019.99,23580069
17308,874.23,24221.97,27686323
17309,470.95,8114.28,18000385
17310,524.05,9382.72,23258047
17311,566.59,12940.63,27085900
17312,855.74,23698.12,30892729
17313,452.67,7806.08,20979822
17314,523.6,9358.12,26579765
17315,565.54,12903.73,30401006
17316,840.41,23246.79,33534477
17317,16366.48,255801.91,8320328
17318,34673.5,573229.6,7725715
17319,39991.62,901864.15,7662924
17320,59847.77,1616135.45,5669096
17321,9267.7,144239.41,10283856
17322,24696.33,413774.79,10930259
17323,30193.86,688853.09,11630181
17324,39923.38,1056881.23,11605848
17325,1199.38,19259.29,12225777
17326,2537.56,42815.04,14174420
17327,3417.07,78259.04,15615429
17328,3346.81,87036.68,16882975
17329,493.55,8447.66,14070567
17330,562.89,10028.28,17236809
17331,612.63,13961.56,19465812
17332,975.07,26689.59,21692147
17333,460.81,7909.27,15932838
17334,521.33,9337.57,19907656
17335,562.16,12832.37,23102964
17336,868.9,24005.46,26044107
17337,452.17,7771.97,18201749
17338,519.55,9294.91,23000935
17339,560.51,12786.29,26633537
17340,846.13,23408.02,29907335
17341,448.47,7711.72,20934339
17342,518.35,9267,26408992
17343,559.27,12756.72,30142803
17344,836.31,23124.59,33117067
17345,4665.15,71965.92,11304836
17346,29185.68,472474.34,11047710
17347,33969.31,756889.76,10977576
17348,35666.05,931581.5,8310764
17349,2512.64,38794.93,13267918
17350,19936.45,327329.5,14251287
17351,24712.4,558564.59,14943927
17352,15824.74,406672.47,14246670
17353,627.13,10354.42,15208745
17354,1629.03,27313.81,17493266
17355,2106.54,47678.87,18930323
17356,1432.12,37873.09,19526428
17357,458.32,7870.45,17052442
17358,553.65,9843.36,20558431
17359,600.45,13664.57,22776821
17360,900.67,24710,24334746
17361,444.4,7639.57,18915547
17362,519.9,9294.03,23230004
17363,559.91,12766.93,26418883
17364,845.37,23338.95,28685367
17365,441.29,7591.7,21184645
17366,519.16,9271.97,26321970
17367,559.56,12752.53,29947990
17368,832.34,23002.42,32548414
17369,3486.92,53509.11,14036220
17370,23826.82,380679.13,14460712
17371,28210.59,625198.43,14490006
17372,15307.32,390614.9,11521661
17373,1954.05,30115.84,15999053
17374,15580.21,252774.02,17661413
17375,19724.97,444630.73,18457165
17376,5718.48,145050,17456552
17377,592.86,9818.89,17940073
17378,1150.23,19378.34,20902614
17379,1428.85,32175.05,22440833
17380,1083.62,29111.46,22733858
17381,454.04,7800.81,19784693
17382,546.09,9706.56,23967504
17383,591.37,13458.35,26286479
17384,871.01,23923.44,27544714
17385,442.56,7610.12,21647516
17386,518.82,9269.01,26638643
17387,558.85,12742.19,29927364
17388,834.96,23045.89,31894332
17389,2728.18,41787.8,16308229
17390,19102.84,300327.11,17549797
17391,22959.16,504756.87,18018141
17392,3483.6,88690.76,15385922
17393,1569.9,24235.5,18268949
17394,11797.7,188543.73,20753755
17395,15257.08,341929.16,21983856
17396,1781.11,46184.68,21321171
17397,550.08,9166.48,20209421
17398,873.82,14827.26,23994565
17399,1042.92,23368.96,25973229
17400,933.38,25411.66,26598225
17401,448.69,7716.41,22057525
17402,540,9592.08,27060504
17403,584.29,13288.93,29816752
17404,847.27,23327.15,31408929
17405,1001.89,15740.6,18168272
17406,4246.86,67673.5,20220861
17407,5410.17,120765.31,21660541
17408,987.26,26718.06,19736219
17409,672.06,10858.44,20134488
17410,1866.9,30720.6,23423699
17411,2461.54,55655.09,25624805
17412,932.01,25389.06,25674848
17413,459.62,7821.98,22072256
17414,552.84,9787.25,26665718
17415,602.81,13690.91,29610964
17416,854.44,23502,30948100
17417,507.89,8605.98,20012190
17418,554.39,9794.2,23285466
17419,598.88,13568.74,25504884
17420,829.53,22850.98,24549128
17421,471.1,8034.92,21975553
17422,537.87,9564.37,26489102
17423,583.78,13289.14,29471421
17424,834.24,23003.24,30481486
17425,440.55,7578.72,21953372
17426,523.46,9312.18,26527188
17427,561.68,12765,29490957
17428,818.86,22607.18,29822593
17429,440.58,7580.55,23917051
17430,518.94,9262.89,29730954
17431,559.53,12751.87,33457735
17432,827.1,22845.9,35761565
17433,69681.16,1139319.01,2266952
17434,50423.55,867708.18,2103193
17435,56526.82,1324269.72,1652441
17436,87620.38,2536206.6,1237032
17437,62332.68,1015777.87,4232236
17438,39712.44,691625.58,5306564
17439,46416.47,1094504.2,5618876
17440,78878.91,2245721.63,7173205
17441,33293.23,548234.91,6172353
17442,13368.5,231690.06,8548070
17443,17737.36,419532.38,9605222
17444,46358.13,1280092.43,12454282
17445,2785.46,47322.04,8016533
17446,653.29,11674.33,11615978
17447,723.15,16623.13,13452815
17448,2590.87,70144.99,17262533
17449,862.83,14673.95,9879284
17450,537.79,9676.92,14284496
17451,580.79,13336.25,17092821
17452,1006.98,27928.75,21611217
17453,599.63,10280.85,12151520
17454,531.7,9552.17,17377526
17455,574.3,13169.95,20623014
17456,910.86,25331.5,25475668
17457,541.47,9310.71,14880914
17458,527.41,9465.97,20785937
17459,569.62,13056.47,24132661
17460,878.67,24418.82,28688790
17461,478.18,8249.09,17863423
17462,526.26,9426.94,24109227
17463,567.81,12998.67,27447683
17464,855.18,23730.63,31330322
17465,451.79,7777.91,20800535
17466,520,9300.18,27258958
17467,559.93,12798.26,30504709
17468,836.42,23169.21,33551055
17469,442.53,7602.97,23622250
17470,517.93,9241.82,29591155
17471,557.06,12699.79,33046993
17472,824.92,22808.41,35447166
17473,52639.2,847609.71,4828848
17474,43721.89,729392.12,4345862
17475,48622.94,1109948.41,3715085
17476,78951.03,2243277.7,2785921
17477,42863.13,687549.54,6792472
17478,33597.7,567578.8,7548868
17479,39050.17,898623.93,7681849
17480,69268.79,1933678.33,8721996
17481,9962.93,161628.22,8736580
17482,7913.92,133357.05,10791432
17483,10457.04,242311.73,11668040
17484,28214.46,761616.06,13999799
17485,779.42,13225.55,10580870
17486,599.77,10655.61,13857119
17487,651.43,14850.16,15514857
17488,1551.96,42038.42,18809642
17489,548.27,9379.48,12441591
17490,527.35,9443.98,16528427
17491,565.7,12921.84,19155685
17492,939.29,26017.28,23159553
17493,498.54,8565.63,14711936
17494,524.11,9375.76,19619469
17495,562.74,12845.02,22686086
17496,881.2,24460.43,27023736
17497,483.19,8312.63,17446274
17498,521.71,9327.17,23028525
17499,560.42,12791.13,26195611
17500,859.24,23835.49,30236772
17501,456.42,7864.67,20425418
17502,521.5,9307.95,26350540
17503,559.86,12766.21,29510557
17504,841.59,23315.12,32878118
17505,441.71,7595.15,23365565
17506,516.81,9213.1,29501506
17507,554.04,12618.99,32567642
17508,826.7,22865.95,35102838
17509,29837.27,467380.08,7650776
17510,37925.88,616834.61,6677331
17511,42133.81,939885.53,6258120
17512,67414.38,1859880.82,4681711
17513,20066.54,313282.64,9614345
17514,28328.64,466868.9,9882018
17515,33055.66,744870.3,10224324
17516,53870.04,1457624.53,10617679
17517,2116.73,33563.09,11555197
17518,4398.21,72665.15,13123268
17519,5817.44,132184.6,14210210
17520,8720.29,228279.41,15894702
17521,520.21,8868.58,13400023
17522,572.47,10142.56,16187944
17523,617.97,14023.2,18058575
17524,1077.36,29388.91,20704836
17525,474.42,8123.26,15263371
17526,521.88,9319.43,18858962
17527,558.92,12725.55,21697779
17528,884.99,24473.49,25055434
17529,462.08,7928.98,17534627
17530,520.15,9280.7,21951614
17531,557.72,12693.26,25228207
17532,853.2,23632.6,28923486
17533,457.33,7853.61,20264249
17534,518.75,9251.74,25360628
17535,556.55,12668.37,28739117
17536,839.96,23252.55,32132808
17537,444.75,7645.97,23246642
17538,519.11,9244.39,28682381
17539,556.7,12661.86,32052692
17540,828.12,22898.24,34771387
17541,10620.51,160394.98,10588262
17542,28891.71,458835.9,9828836
17543,32655.27,717001,9317274
17544,48019.74,1276059.79,6908164
17545,5621.66,84581.31,12551007
17546,19945.06,321478.55,13031938
17547,23873.22,532034.2,13280808
17548,27064.81,704888.96,12842049
17549,839.08,13408.28,14492214
17550,1641.89,27105.75,16274136
17551,2027.82,45364.58,17268294
17552,2021.12,52763.94,18119241
17553,466.45,7961.57,16340355
17554,545.63,9668.36,19339142
17555,585.11,13266.56,21116334
17556,919.66,25211.91,22933265
17557,447.41,7657.02,18199713
17558,514.61,9177.27,22009949
17559,550.1,12509.43,24754904
17560,847.72,23417.21,27279559
17561,443.35,7598.14,20468650
17562,514.34,9165.83,25102435
17563,550.61,12517.76,28285210
17564,831.45,22993.92,31144391
17565,442.04,7580.1,23202171
17566,514.23,9160.42,28511811
17567,550.9,12526.69,31794675
17568,824.44,22788.1,34354846
17569,3107.42,46491.01,13570893
17570,24065.82,373472.77,13150082
