run_number,deaths,life_years_lost,vaccine_n
157,130300.28,2039071.63,10672874
158,60608.56,1036914.71,15441804
159,66569.97,1506674.77,18494713
160,96727.27,2622103.45,22171817
161,128782.42,2024722.2,10650394
162,23950.05,403773.19,15479637
163,23476.47,528938.89,18514038
164,88224.88,2368457.15,21512327
165,122632.77,1924953.12,12615477
166,3445.79,59077.46,18683633
167,3982.55,89649.62,22480795
168,68835.06,1813121.17,27452704
169,149295.23,2325173.99,2983299
170,102708.06,1754766.02,3322468
171,114423,2694704.8,3315274
172,131147.45,3823001.57,2643444
173,145406.75,2260221.15,4946406
174,93470.31,1607196.11,6525758
175,101484.6,2355632.46,7281618
176,126562.94,3646826.96,8579307
177,139227.79,2167312.38,6887735
178,85383.63,1463334.84,9770928
179,92071.66,2112605.9,11268551
180,119858.64,3393665.32,13854788
181,132109.71,2076057.4,8732258
182,72151.01,1236519.88,12832902
183,78168.36,1777057.64,15114667
184,109609.46,3030873.44,18665512
185,123335.5,1935399.46,10595613
186,15002.47,257643.34,15507137
187,16766.63,382226.05,18755800
188,93090.5,2506831.34,23015623
189,108110.54,1700045.34,12865009
190,4149.68,70752.19,18598568
191,4686.12,105279.97,22286835
192,64178.4,1680491.78,26879503
193,141779.76,2204974.58,5715177
194,96070.37,1629237.11,6733801
195,104255.44,2408599.39,6825343
196,125522.9,3602377.22,5852315
197,137633.29,2135961.58,7681079
198,86624.61,1479065.43,9935075
199,94264.79,2168749.78,10792793
200,120684.58,3422464.84,11791877
201,130892.71,2034421.37,9619771
202,77856.56,1324513.95,13177863
203,84872.98,1934882.6,14778147
204,113325.83,3153511.69,17065463
205,122895.15,1930384.11,11464441
206,61836.55,1051989.92,16242012
207,68389.32,1545154.83,18624255
208,101321.05,2745846.43,21875482
209,111142.3,1744608.52,13328300
210,4260.59,72968.01,18913198
211,4839.07,109217.19,22269590
212,73155.82,1919934.27,26229104
213,133747.16,2079303.32,7985458
214,90301.06,1516719.31,9823862
215,96660.33,2200313.22,10355513
216,118598.61,3348083.67,9716298
217,129204.08,2003888.22,9948443
218,80674.93,1364148.93,13028241
219,88192.03,2011732.08,14322176
220,113326.5,3159915.65,15653245
221,121490.83,1887043.98,11890011
222,71149.66,1197622.87,16269136
223,78000.86,1761642.58,18309042
224,104841.22,2862648.52,20930254
225,111345.53,1750988.6,13733871
226,50345.46,846533.32,19334372
227,57217.86,1281190.63,22154878
228,87282.93,2310744.51,25739654
229,127041.46,1969219.91,9847019
230,80755.3,1353970.87,12495294
231,86248.19,1946970.87,13998879
232,109077.09,3018495.26,14070085
233,122047.29,1886625.48,11810724
234,69920.49,1181250.4,15702009
235,76555.91,1732555.55,17963523
236,102774.48,2805751.87,20003566
237,113429.9,1756091.3,13751563
238,56675.93,952340.5,18943847
239,62578.98,1399933.93,21948725
240,90328.9,2404412.68,25280852
241,118217.19,1851557.6,11692081
242,67264.92,1126802.89,15559886
243,71648.01,1601084.9,17842976
244,94431.16,2537493.78,18877704
245,112404.18,1756637.66,13656201
246,51461.54,870270.75,18763686
247,57435.02,1289488.09,21809603
248,81278.44,2146109.65,24816413
249,105924.94,1667851.1,13632828
250,8793.08,146701.66,18805960
251,8443.17,188136.32,21829249
252,57053.48,1481881.41,24153911
253,90180.01,1421558.89,15597681
254,1555.57,26738.21,22005442
255,1788.95,40022.29,25795718
256,26790.97,681602.04,30089666
257,147781.26,2278759.84,2936995
258,99408.42,1700081.88,3153421
259,109585.39,2561496.76,3056913
260,130818.69,3812995.23,2224310
261,143772.93,2211951.5,4902804
262,89889.64,1547939.64,6355185
263,97750.87,2260746.71,7024322
264,126179.08,3634052.95,8161645
265,137331.46,2115083.54,6842115
266,81455.36,1398076.16,9597753
267,88707.89,2033232.36,11010238
268,119461.36,3379388.7,13437768
269,130043.03,2021134.42,8687374
270,66800.75,1147243.03,12662629
271,73479.39,1669472.73,14858264
272,109181.31,3014867.94,18248084
273,120628.3,1870925.08,10551935
274,8257.24,142554.76,15332981
275,9395.92,213979.29,18497434
276,92216.59,2478198.65,22597877
277,102105,1586623.35,12818729
278,2273.05,39122.69,18425674
279,2606.96,58525.77,22028029
280,61031.91,1591927.37,26462569
281,75354.02,1174956.81,15550815
282,1039.08,18109.61,21834531
283,1201.11,27001.38,25537715
284,22280.78,563674.4,29672967
285,132828.86,2040753.01,5919527
286,93452.82,1579445.62,6473846
287,100528.73,2302891.62,6373156
288,124901.86,3578334.11,4866286
289,128064.31,1962220.74,7883610
290,83745.82,1425480.84,9677817
291,91592.61,2099449.69,10339455
292,119936.85,3392859.2,10802042
293,119648.36,1835143.49,9824251
294,74710.65,1267061.29,12922685
295,81932.56,1860637.95,14325027
296,112512.5,3120075.69,16080303
297,107887.57,1675379.19,11669145
298,57229.46,971279.89,15984936
299,64079.86,1443478.7,18171842
300,100187.57,2701948.57,20889626
301,69188.76,1081155.23,13532033
302,2752.49,47284.87,18655841
303,3120.46,70201.58,21812689
304,67319.62,1751390.57,25239655
305,24834.01,391266.33,15801705
306,1142.24,19788.86,21747437
307,1304.09,29223.53,25343015
308,18404.39,462835.82,29103993
309,124329.32,1905788.39,8652630
310,86599.67,1452265.93,9883290
311,93634.88,2127792.48,9881798
312,118901.97,3349132.14,8076420
313,119239.06,1822273.52,10616095
314,76834.37,1298261.72,13085839
315,84968.28,1935924.79,13849673
316,113684,3160872.65,14012561
317,109807.62,1679790.7,12556617
318,67168.58,1130339.56,16327533
319,74600.19,1683430.68,17838645
320,105469.81,2869737.97,19294101
321,93741.26,1455742.51,14401670
322,45668.41,769277.82,19392911
323,52883.32,1185765.07,21681403
324,89276.52,2352922.46,24100020
325,33824.8,531626.51,16264207
326,1174.7,20402.97,22064210
327,1346.79,30272.94,25322076
328,28715.78,722906.05,28449846
329,115150.08,1762677.55,10924229
330,80589.02,1337363.88,12974550
331,87450.47,1969018.65,13412579
332,111417.23,3082187.26,11940886
333,109562.94,1671366.38,12884688
334,70791.52,1183541.17,16181881
335,78738.86,1778108.94,17379916
336,105737.73,2885986.83,17876730
337,98321.53,1500959.44,14826254
338,60414.15,1004859.41,19420111
339,67599.53,1510693.03,21366975
340,96012.01,2558006.48,23153704
341,70635.48,1101199.5,16670980
342,32059.55,533190.76,22485306
343,39113.47,871192.94,25211914
344,61594.42,1574795.05,27964167
345,106508.33,1622870.82,12783937
346,70164.9,1162382.24,15645799
347,76082.99,1698575.73,17057412
348,100739.52,2724839.53,16290670
349,100009.08,1517404.63,14748217
350,59327.06,991321.64,18850534
351,66280.84,1485256.37,21019396
352,93747.17,2498294.02,22227696
353,82660.17,1255025.2,16688980
354,43562.48,723437.02,22091221
355,49759.9,1102754.83,25005867
356,74006.36,1911893.64,27505010
357,94102.39,1452107.47,14629741
358,53217.76,881531.75,18710919
359,58015.37,1283691.01,20899699
360,74666.94,1944810.42,21102303
361,84835.24,1305038.07,16592469
362,36174.3,606304.27,21914681
363,42315.33,944474.92,24866255
364,48020.32,1222530.26,27040768
365,26567.76,419527.82,16570847
366,1789.31,30164.19,21952707
367,1822.5,40321.23,24886039
368,13468.69,336637.05,26378265
369,8350.74,131600.77,18536549
370,793.84,13922.22,25156458
371,908.73,20494.98,28853940
372,4281.44,107302.39,32315192
373,148936.75,2299324.89,2821395
374,102533.97,1748445.12,2332125
375,113624.81,2664443.69,2542572
376,130728.11,3816418.26,1896093
377,145260.98,2238337.41,4785297
378,93303.38,1601302.24,5535949
379,100780.47,2327801.46,6509271
380,126202.74,3640887.2,7833080
381,139192.56,2147706.54,6726242
382,85326.98,1459576.71,8778075
383,91612.8,2091880.37,10495466
384,119669.6,3392181.68,13110299
385,132232.87,2059098.76,8571504
386,72284.32,1236514.03,11842878
387,78023.29,1764990.44,14342441
388,109809.74,3040608.67,17919561
389,124092.53,1928616.24,10436401
390,16968.96,291044.61,14514004
391,19387.9,440075.71,17983552
392,94917.74,2561377.39,22269380
393,110586.81,1720935.28,12703424
394,4635.65,78888.83,17606471
395,5392.92,120693.44,21513755
396,70877.89,1861362.57,26133777
397,93276.65,1453827.67,15436284
398,1550.3,26607.78,21015472
399,1823.74,40627.12,25023204
400,33478.55,852146.2,29344136
401,23345.16,369838.34,18418585
402,966.98,16747.12,24337383
403,1120.73,25031.22,28338046
404,6490,161684.72,31985890
405,132765.63,2020513.64,5758222
406,93313.41,1573881.92,5485954
407,99881.22,2276460.06,5599410
408,124597.23,3574836.56,4120434
409,128379.01,1948774.16,7722378
410,83602.04,1420188.56,8688412
411,91037.78,2076224.06,9566839
412,119688.75,3389682.08,10056881
413,120366.39,1828906.81,9663114
414,74679.22,1263948.38,11928554
415,81543.98,1842162.88,13552337
416,112472.67,3122183.91,15336771
417,110070.07,1691883.82,11508336
418,57271.94,970050.9,14994248
419,63953.7,1432995.87,17398965
420,100807.88,2722436.12,20143819
421,81204.9,1251471.3,13371519
422,3080.63,52813.41,17667276
423,3593.69,80537.92,21040822
424,73691.62,1923755.79,24494399
425,37047.29,575805.73,15640081
426,1196.03,20671.08,20757400
427,1388.31,30976.87,24570141
428,25463.55,640957.41,28358325
429,11851.77,184502.42,18373324
430,785.61,13770.48,24167110
431,905.55,20366.75,28081412
432,5466.85,135984.96,31568465
433,115761.23,1753211.95,8741749
434,87275.39,1453647.07,8805886
435,93511.21,2107644.8,8914540
436,118404.65,3333868.31,6764983
437,110639.6,1670523.82,10707470
438,77459.39,1299645.19,12010088
439,84871.81,1917530.11,12881218
440,113171.2,3143012.54,12698762
441,99490.64,1503547.06,12648730
442,67978.54,1135944.79,15250465
443,74784.34,1673187.21,16870445
444,105160.07,2856148.26,17976045
445,74653.55,1150551.95,14491918
446,47076.74,787382.42,18315774
447,53924.58,1198415.66,20714093
448,89733.14,2359337.96,22785745
449,9050.46,141112.2,16353242
450,1336.29,23020.77,20987196
451,1537.95,34317.23,24354913
452,32691.84,819451.93,27138742
453,2214.77,34881.38,18622674
454,824.81,14389.53,24079191
455,945.18,21192.96,27885274
456,4589.1,114021.88,31003422
457,106606.71,1609604.69,11474527
458,80372.86,1327456.03,12215244
459,86929.34,1945663.53,12426798
460,112141.6,3099964.22,9973003
461,101269.72,1523853.18,13437800
462,70620.65,1175488.31,15418458
463,78285.52,1757662.35,16394056
464,106654.13,2907046.13,15908097
465,88908.1,1338890.82,15379404
466,60579.35,1003775.5,18659600
467,67579.51,1502120.16,20378416
468,97701.33,2599100.99,21185192
469,55491.42,857014.55,17223513
470,35196.69,583955.06,21726150
471,42154,933492.09,24223694
472,73392.98,1877851,25995824
473,2800.41,43903.77,19085557
474,832.27,14547.06,24395953
475,954.84,21457.42,27864580
476,7525.37,184997.29,30346030
477,97062.26,1462366.33,13743359
478,74385.37,1214827.95,15307517
479,80787.36,1790812.94,15954917
480,104247.37,2825595.26,13838205
481,91423.61,1372077.79,15705962
482,64745.04,1065518.48,18510460
483,72209.21,1606270.73,19921044
484,98285.04,2625433.92,19772288
485,77092.92,1157332.74,17647178
486,54090.5,885077.94,21752156
487,60824.92,1338383.39,23907530
488,87186.1,2265961.27,25049722
489,30763.6,478323.04,19493237
490,21916.8,358776.85,24817312
491,28097.36,618924.09,27754170
492,29229.39,720434.96,29862409
493,86246.13,1290707.14,15605252
494,63638.59,1037400.85,17978291
495,69155.86,1519759.11,19595466
496,92567.73,2447218.07,18186522
497,79495.1,1183657.74,17569565
498,53156.64,874320.74,21182751
499,59661.73,1316999.25,23562166
500,84939.93,2209531.67,24122462
501,52751.48,784168.29,19509770
502,36387.94,594423.43,24423069
503,42187.47,921480.26,27548139
504,52397.3,1311632.81,29399579
505,69003.38,1049732.72,17450421
506,44476.78,725166.78,21042982
507,49013.89,1068757.57,23442241
508,46626.71,1173768.34,22997275
509,58223.33,882800.23,19413721
510,27847.75,460005,24247776
511,33469.19,738289.87,27408829
512,18524.81,456360.17,28934239
513,1916.1,30313.05,19391099
514,1044.59,17804.28,24284651
515,1122.91,24852.83,27428370
516,3450.24,85968.53,28274949
517,1073.9,17273.26,21354617
518,691.98,12176.1,27488543
519,789.1,17806.93,31394844
520,1719.13,44239.54,34209954
521,147841.65,2290840.99,2563698
522,101690.93,1725800.78,2242522
523,112347.75,2627657.72,2062968
524,130724.49,3830565.21,1549668
525,144047.49,2227578.27,4526086
526,92429.01,1578452.54,5447328
527,99508.71,2290862.62,6029644
528,126347.29,3659590.59,7484780
529,138258.81,2141268.39,6467088
530,84460.05,1437330.34,8688055
531,90456.04,2058718.99,10017199
532,120038.36,3417961.06,12761905
533,131538.13,2056456.72,8311959
534,71341.81,1213536.01,11755812
535,76771.34,1729767.05,13863804
536,110609.28,3079123.9,17571988
537,124207.15,1938453.98,10174371
538,15586.16,265601.1,14424720
539,17257.01,389737.7,17503421
540,97185.92,2639807.19,21924020
541,112098.95,1751637.81,12446611
542,4285.78,72517.65,17517206
543,4797.54,106804.52,21034105
544,78396.31,2077286.67,25786583
545,97993.33,1532828.63,15176209
546,1490.52,25483.36,20926117
547,1701.15,37766.91,24543559
548,47090.83,1211859.03,28996956
549,32056.78,510414.06,18158645
550,945.44,16331.74,24247899
551,1073.37,23923.93,27859627
552,11177.46,278998.68,31638395
553,1216.99,19559.57,21096189
554,687.41,12074.03,27399031
555,775.4,17474.46,30915388
556,2191.36,55629.61,33862837
557,133743.74,2047614.9,5385668
558,95728.92,1601693.32,4575057
559,102155.73,2323781.59,4606129
560,124703.57,3598561.64,3444652
561,129566.76,1979111.63,7347131
562,86249.38,1452408.13,7781613
563,92391.63,2091578.88,8572245
564,120072.02,3421490.05,9381766
565,122504.67,1874013.65,9290593
566,77812.98,1305287.31,11020214
567,83461.46,1870971.82,12558605
568,113327.94,3168595.93,14658469
569,114045.67,1764940.5,11133500
570,62542.35,1048610.81,14085465
571,67945.39,1507945.45,16405135
572,102914.25,2804733.37,19471022
573,100284.07,1551591.18,12995629
574,5751.62,97003,16758843
575,6574.52,146048.64,20045760
576,84898.53,2247873.5,23819367
577,73113.78,1138508.16,15265563
578,1836.21,31082.8,19850156
579,2106.09,46370.58,23576182
580,50532.82,1295753.5,27683674
581,42144.76,661057.01,17997505
582,945.12,16306.3,23258028
583,1086.21,24119.25,27085896
584,15309.56,381330.93,30892728
585,2895.06,46005.88,20979953
586,755.67,13151.39,26579926
587,859.12,19197.53,30400698
588,2967.47,74278.77,33534423
589,116318.55,1752309.38,8321814
590,86483.08,1429834.46,7726825
591,91988.81,2055713.26,7662893
592,118457.19,3354985.23,5671108
593,111294.42,1671266.44,10284015
594,76640.51,1276216,10932369
595,83356.85,1866653.44,11629766
596,113452.93,3169136.67,11604981
597,101535.41,1526233.4,12225698
598,67318.75,1116192.56,14171540
599,73497.67,1628939.79,15615095
600,105995.57,2897373.3,16881904
601,84361.82,1289685.41,14071190
602,46632.6,773426.78,17236693
603,52851.46,1162408.22,19462917
604,93145.82,2469928.76,21696529
605,26045.45,402804.15,15932512
606,1392.18,23820.94,19907656
607,1584.72,35077.19,23105288
608,54418.13,1385175.01,26042731
609,5420.92,84185.68,18201838
610,830.37,14424.27,23000003
611,944.32,21052.13,26634055
612,10946.09,270219.94,29906956
613,1730.55,27254.47,20935286
614,682.16,11977.31,26408994
615,772.17,17361.91,30142885
616,2633.07,66038.29,33116996
617,97922.02,1466802.28,11303700
618,80443.72,1311878.07,11047654
619,85939.57,1900072.42,10977396
620,112170.24,3113559.18,8311116
621,92072.88,1373684.84,13266963
622,70611.58,1160014.54,14252193
623,77258.44,1712604.23,14947933
624,106829.62,2922096.9,14248772
625,77920.78,1163292.82,15211021
626,60814.28,994369.55,17492984
627,66901.35,1467374.78,18930122
628,98512.75,2630222.11,19523813
629,35698.62,551222.7,17052447
630,36373.44,595033.11,20558408
631,42495.38,927296.23,22776875
632,79706.42,2051367.81,24337274
633,1390.36,22071.44,18916190
634,869.72,15064,23230237
635,982.53,21884.87,26418419
636,15030.86,368027.25,28684510
637,731.33,12006.8,21184547
638,698.03,12213.2,26321838
639,787.09,17653.22,29947968
640,2326.98,58518.89,32548562
641,88775.94,1324978.51,14035202
642,73664.29,1190263.69,14456915
643,79465.77,1743893.4,14486769
644,105807.84,2879758.17,11523681
645,82794.31,1230132.01,15998927
646,64043.46,1042907.28,17660295
647,70898.03,1561184.32,18457564
648,100250.38,2688006.49,17457354
649,67756.33,1006948.89,17939913
650,53844.37,872268.46,20902090
651,60047.79,1308003.4,22439938
652,90863.04,2372765.98,22734370
653,21693.28,336031.27,19787781
654,25402.05,411992.13,23967424
655,31087.26,676659.28,26286578
656,57615.95,1437233.03,27544355
657,796,12983.05,21650600
658,699.59,12258.72,26639796
659,788.71,17720.91,29927423
660,3360.39,82804.39,31897614
661,79391.68,1181566.79,16306983
662,67876.43,1083531.87,17550047
663,73504.87,1596550.07,18020498
664,97787.42,2606325.77,15385535
665,73284.11,1084945.06,18267963
666,58502.41,941081.51,20756273
667,65136.75,1420306.2,21983870
668,91755.99,2408046.61,21321656
669,56706.65,838742.59,20209213
670,47862.58,764993.06,23998171
671,53762.99,1158712.47,25971095
672,79642.28,2028415.25,26598021
673,8977.66,140051.15,22054846
674,14179.75,226909.43,27059843
675,18511.3,401031.99,29816995
676,13990.42,337213.33,31408646
677,67989.33,1003264.91,18167139
678,56993.87,907704.41,20220336
679,61817.05,1330380.54,21658329
680,85532.59,2219238.11,19736086
681,60778.2,890332.62,20130766
682,47036.61,755967.06,23424068
683,52756.1,1141173.58,25624934
684,77563.97,1978290.42,25671864
685,30906.56,448823.82,22074527
686,29999.08,478501.86,26669458
687,34967.84,748764.83,29610759
688,35579.45,869022.97,30948256
689,49891.34,752390.6,20012238
690,35979.12,572930.4,23286757
691,39890.55,852543.91,25504781
692,27043.67,663570.2,24546690
693,39313.89,589932.72,21976490
694,20642.75,333441.62,26490331
695,25193.42,546322.68,29471490
696,8528.35,206762.33,30481579
697,736,12091.39,21954720
698,793.2,13626.83,26527183
699,863.89,19156.38,29491014
700,1911.97,48478.14,29822592
701,605.8,10101.65,23917755
702,641.19,11281.31,29730902
703,721.01,16251.79,33457737
704,1313.57,34391.01,35758578
705,149811.96,2305058.17,2266869
706,100903.66,1708953.07,2102864
707,111433.45,2613811.08,1652137
708,130035.78,3829033.77,1237007
709,146174.07,2244461.33,4230417
710,91761.93,1564114.84,5307074
711,98693.2,2278190.8,5619081
712,125703.05,3659072.93,7174526
713,140562.94,2160999.1,6171710
714,83830.55,1423648.41,8548170
715,89618.19,2044219.37,9605384
716,119457.81,3418914.97,12451135
717,134058.18,2079029.49,8017232
718,70981.55,1204905.09,11613691
719,76170.42,1720171.21,13452944
720,110141.81,3082612.02,17260863
721,127168.27,1967973.65,9879416
722,16409.5,279036.31,14287038
723,17903.99,405456.1,17094092
724,97043.87,2651068.13,21610521
725,116905.31,1810603.7,12148395
726,4689.23,79168.94,17376842
727,5159.77,115217.63,20623094
728,79174.78,2110897.76,25478999
729,105996.99,1641849.15,14881020
730,1616.01,27543.64,20786085
731,1820.73,40492.59,24133915
732,49438.49,1280791.55,28688718
733,53799.95,842975.74,17863249
734,992.62,17094.69,24108865
735,1117.1,24913.59,27447649
736,12382.73,310727.05,31329621
737,2216.49,34760.88,20800385
738,691.16,12126.37,27258914
739,775.18,17482.56,30504598
740,2310.87,58697.73,33551001
741,669.59,11014.66,23621467
742,642.25,11290.7,29590796
743,718.66,16210.45,33046942
744,1328.11,34796.33,35446946
745,135224.14,2063365.45,4828970
746,94147.63,1563429.63,4345126
747,100019.48,2273092.73,3715536
748,124067.42,3612445.44,2787129
749,131057.99,1994748.08,6792906
750,84776.51,1416854.01,7549712
751,90387.25,2043947.54,7682209
752,119641.82,3441213.55,8722732
753,124627.35,1899425.53,8733630
754,76381.24,1270998.16,10791000
755,81503.05,1823978.93,11667809
756,113199.63,3197024.33,13998635
757,117146.61,1804686.06,10579645
758,61407.9,1020701.38,13855961
759,66154.62,1464466.45,15518425
760,103429.43,2850709.07,18809426
761,107820.67,1658380.24,12442200
762,5548.52,92725.58,16527242
763,5969.06,132139.94,19155439
764,88359.15,2370847.21,23160476
765,91850.43,1416990.22,14711563
766,1839.9,30915.39,19619596
767,2011.73,44187.96,22685927
768,63300.88,1651240.41,27023742
769,73226.48,1133837.4,17443478
770,960.27,16474.9,23028637
771,1072.17,23769.02,26196748
772,27164.04,686808.97,30236845
773,9412.24,148334.79,20426069
774,761.8,13203.02,26350548
775,848.94,18947.94,29510689
776,5031.76,125191.31,32876102
777,727.59,11922.45,23365558
778,638.96,11215.39,29501717
779,708.97,15973.12,32567520
780,1522.09,39417.95,35099603
781,120388.33,1811669.32,7650914
782,88229.75,1442525.59,6677129
783,92197.04,2048707.82,6257671
784,118012.16,3380359.22,4683310
785,115807.75,1737603.06,9614318
786,78722.89,1295588.86,9883646
787,83929.55,1867922.43,10225014
788,113351.2,3203913.6,10617637
789,107754.94,1618705.17,11555266
790,69904.16,1144924.72,13122664
791,74665.81,1643530.47,14211078
792,106470.99,2948784.25,15894737
793,96713.88,1473397.32,13400384
794,52306.39,855620.47,16187970
795,57074.72,1243271.39,18057091
796,95555.84,2574021.7,20704939
797,69527.64,1063617.86,15262676
798,2237.75,37345,18859142
799,2464.35,53844.79,21697978
800,73013.45,1903562.55,25055056
801,33976.42,525231.41,17532470
802,1063.28,18066.12,21951550
803,1185.47,26040.06,25228143
804,30657.88,771315.08,28919377
805,14102.27,218977.53,20264112
806,757.38,13115.99,25360539
807,849.2,18895.12,28737891
808,6921.71,170999.76,32129633
809,1066.1,17144.7,23250249
810,677.82,11809.07,28682355
811,755.79,16905.29,32052890
812,1829.09,46663.5,34771194
813,102412.18,1512551.55,10587453
814,78952.27,1273306.6,9829245
815,83500.14,1831703.03,9314142
816,111720.26,3136820.42,6906022
817,96972.43,1426279.81,12550631
818,69225.2,1124629.05,13032959
819,74941.21,1647925.54,13280910
820,106683.44,2951790.86,12842101
821,85714.67,1261112.28,14492168
822,59595.29,962896.83,16274242
823,64804.37,1408452.91,17267027
824,99064.75,2677740.81,18118679
825,59409.82,894415.9,16337202
826,35771.83,577654.29,19340213
827,40910.24,883527.64,21113886
828,84813,2217079.37,22929397
829,5591.36,85208.12,18202556
830,879.35,15125.52,22010529
831,974.75,21588.64,24754819
832,34470.39,858956.99,27279522
833,1542.69,24062.82,20468576
834,696.56,12135.49,25102646
835,774.84,17313.17,28285161
836,5012.3,123336.5,31143924
837,858.45,13799.63,23201058
838,633.7,11120.67,28511506
839,704.4,15839.54,31794892
840,1699.87,43504.29,34353998
841,83495.1,1223932.33,13573378
842,73068.25,1160790.67,13153765
